H2S_CONCENTRATION,StrokeLength,GrossStrokeLength,Fillage,YesterdaysAverageSPM,max_unguided_dls,gas_anchor_length,MAX_INCLINATION,wellbore_category,packer_vs_tac,AVG_PRESS_FLOWLINE,AVG_PRESSURE_TUBING,AVG_PRESSURE_CASING,AVG_DIFFERENTIAL_PRESSURE,AVG_LIQUID_VOLUME,AVG_WATERSG,rod_has_guides,rod_make,overall_max_sideload,DESANDDEGAS_TYP,CHROME_LENGTH,ENDURALLOY_LENGTH,POLY_LENGTH,NIPPLE_SET_DEPTH,pump_bore,FAILED,lifetime_duration_days,WaterRatio,chemgroup1_score,chemgroup2_score,chemgroup3_score,bha_configuration_PACKER_DONNAN,bha_configuration_PACKER_TAC_DONNAN,bha_configuration_TAC_ABOVE_NIP,bha_configuration_TAC_BELOW_NIP,bha_configuration_UNKNOWN,rod_sinker_type_SLICK_SINKER_BARS,rod_sinker_type_SUCKER_RODS_W_GUIDES,rod_sinker_type_UNKNOWN,rod_apigrade_D,rod_apigrade_Fiberglass,rod_apigrade_K,rod_apigrade_SpecialService,rod_apigrade_UNKNOWN,rod_apigrade_Unknown,ROUTE_870,ROUTE_871,ROUTE_872,ROUTE_873,ROUTE_874,ROUTE_875,ROUTE_880,ROUTE_881,ROUTE_882,ROUTE_883,ROUTE_884,ROUTE_885,ROUTE_886,ROUTE_900,ROUTE_901,ROUTE_902,ROUTE_903,ROUTE_904,ROUTE_905,risk_score
-0.030182602107750468,-0.2510661397739409,-0.03857182310340391,0.4272965260562113,-0.2838633632771279,-0.12426275711581916,-0.00605048941038129,-0.2690661642176089,Vertical,OTHER_ANCHOR,-0.32125524787266574,-0.009186839108268875,0.19938940253395027,0.29735435112189457,0.2208758797428852,-0.35447846102890435,-0.7654058752362396,strategize next-generation users,-0.06141635268170383,Miller LLC,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,-0.19115394848601985,0.7024491209376963,1,281.6,0.5881788373324434,-0.8659951886753633,-0.4149524155317648,1.1944500074388031,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2.8927810559514535
-0.030182602107750468,0.859981869381974,-0.03857182310340391,-0.42468524888305953,0.18857471935082673,-0.13697461374555445,0.4944228677571893,0.20426114922179,LowTangent,arrowset,-0.19791859668336162,0.06978001815911114,0.24551837456660336,0.25295906827771736,-0.01571390520940624,-0.35447846102890435,1.3064963731711021,mesh enterprise portals,0.07670559662547899,Sanchez PLC,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,0.2835828929483444,0.7024491209376963,1,338.11,0.6350132847413184,0.6848523451789876,0.7335718704752648,-0.22623941166199216,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.90403371534519
-0.030182602107750468,-0.2510661397739409,-0.2747314922026227,0.2883828526228891,-1.2131933063884275,-0.28901583815563464,0.2922258953771678,-0.46610849708494473,Vertical,OTHER_ANCHOR,-1.2746931721948427,-0.238255652824037,-0.3674740040145767,-0.22060450799005688,-0.5978672848984351,1.247563504260618,1.3064963731711021,mesh enterprise portals,-0.7301633601492834,UNKNOWN,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,0.31857071871160825,-0.5970565392607556,1,1435.69,-0.502181453925247,2.2356998790333384,1.3027253002393058,-0.22623941166199216,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.33627887667665957
0.6618751082964693,-0.2510661397739409,-0.4348562318741603,0.43073539387392545,-0.43344513744787283,-0.2599917501376218,-0.014654615894637337,-0.39975450853113753,Vertical,OTHER_ANCHOR,-0.32306834415027014,0.5811156860751824,0.8577698243977561,0.5669533342593275,0.7205592397310088,-0.35447846102890435,1.3064963731711021,mesh enterprise portals,-0.7368279995121988,Miller LLC,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,-0.3098732324304731,0.7024491209376963,0,281.23,0.2567444264351879,0.6848523451789876,-0.4149524155317648,-0.22623941166199216,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.703781094758997
-0.030182602107750468,-0.2510661397739409,-0.41156978898120516,-0.2483098507495533,-0.3614484852057891,0.6934822932465389,0.4944228677571893,-0.22919005909504442,Vertical,arrowset,-0.10140227911124576,-0.2541482757376806,-0.27769954248057394,-0.10353707577417762,-0.599849839465349,-0.35447846102890435,1.3064963731711021,strategize next-generation users,0.23299494190837805,Sanchez PLC,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,-0.1822258039136966,0.7024491209376963,1,444.42,0.8611248213253947,0.6848523451789876,-0.4149524155317648,-0.22623941166199216,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.7532710187914015
-0.030182602107750468,-0.24904475930922165,-0.3671348482595724,0.00896113073084554,0.4246104940289213,-0.25487186708725573,0.03410210084948129,0.1585439359536622,LowTangent,OTHER_ANCHOR,0.8961078996516223,-0.11672118576559737,-0.184322605090872,-0.1092678262221563,-0.30259545756329853,-0.20732006549195522,-0.7654058752362396,mesh enterprise portals,0.5316422367651964,UNKNOWN,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,0.18562252714482735,-0.5970565392607556,0,693.4,-0.23114993408640597,0.6848523451789876,-0.4149524155317648,-0.22623941166199216,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.6402167208378184
-0.030182602107750468,0.8213391362859195,0.4368238600709893,-0.14546948417210154,0.6717283472401616,-0.003745921346805638,-0.023258742378893894,-0.16931594772088207,Vertical,OTHER_ANCHOR,-0.6265981915399654,-0.3377675356894318,-0.3980866984745664,-0.2428847646673127,0.2714450065311627,-0.35447846102890435,-0.7654058752362396,strategize next-generation users,0.16609883889020177,Miller LLC,-0.08302969325705788,0.4950566951580001,-0.10892633567348302,-0.7880772976002738,0.7024491209376963,1,231.54,0.9671671994601393,0.6848523451789876,-0.4149524155317648,-0.22623941166199216,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0336454798355958
-0.030182602107750468,-0.2510661397739409,-0.03857182310340391,0.5175282628582069,-0.1079029475540793,0.08488627865229781,0.5030269942414458,0.754047063782731,HighTangent,arrowset,-3.2593891558078116,0.4024520999599585,0.9006250909202487,0.6845569387123817,1.0515447551737924,-0.35447846102890435,-0.7654058752362396,mesh enterprise portals,0.5046252164062396,UNKNOWN,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,0.5694386535001406,-0.5970565392607556,1,299.0,1.1330858141662818,-0.8659951886753633,1.3027253002393058,-0.22623941166199216,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.9346538715583548
-0.030182602107750468,-0.2510661397739409,-0.37015855466640124,0.3850930068359551,-0.5006045856329955,0.28778909388727636,-0.018956679136765617,-0.2592452170566669,Vertical,OTHER_PACKER,0.0764870614883045,-0.11725080311603897,-0.1908866259719611,-0.11635198724968426,-0.29615692052113907,-0.35447846102890435,-0.7654058752362396,strategize next-generation users,-0.1284897799289978,Miller LLC,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,0.658865417465419,0.7024491209376963,1,127.88,0.9429074241456353,0.6848523451789876,-0.4149524155317648,-0.22623941166199216,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2036149642125287
-0.030182602107750468,-0.2510661397739409,-0.03857182310340391,-0.17996199233032645,-0.5006045856329955,-0.2274583770293557,0.28505578997362135,-0.3623094744805003,Vertical,OTHER_ANCHOR,-1.6015649936475864,-0.1461338095270197,-0.3681793059220553,-0.2652511723884698,-0.5490540321045718,-0.35447846102890435,-0.7654058752362396,strategize next-generation users,-0.654439773867724,Miller LLC,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,0.2507580471640737,0.7024491209376963,1,555.4,0.2547703888980824,0.6848523451789876,-0.4149524155317648,-0.22623941166199216,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9779494122435033
-0.030182602107750468,-1.114264983228572,-0.03857182310340391,-0.6724075334830729,0.18857471935082673,-0.26569011558942607,0.2836217688929118,-0.4382084025522583,Vertical,OTHER_ANCHOR,0.0764870614883045,-0.25784821924099927,0.3222653552718871,0.3811009218095523,-0.4141632833349354,-0.35447846102890435,1.3064963731711021,strategize next-generation users,-0.1284897799289978,Miller LLC,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,-0.24553722871689118,-0.5970565392607556,1,438.44,-0.7812440252421322,-0.8659951886753633,1.3027253002393058,-0.22623941166199216,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6618177730967015
-0.030182602107750468,-0.2510661397739409,-0.03857182310340391,0.1547988952972292,0.18857471935082673,-0.09010433061329805,0.4098156239953364,-0.3572091656776292,Vertical,hornet,0.0764870614883045,-0.5717384051944141,-0.5788916510664998,-0.2488828443268263,0.3161072666881853,-0.35447846102890435,1.3064963731711021,mesh enterprise portals,-0.1284897799289978,Miller LLC,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,0.7942148506036154,-0.5970565392607556,1,201.0,-0.6518905825699105,-0.8659951886753633,-0.4149524155317648,-0.22623941166199216,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.5573618050322438
-0.030182602107750468,-0.2510661397739409,-0.03857182310340391,0.1547988952972292,0.18857471935082673,-8.589251997911124e-05,0.520235247209958,-0.4429128106518272,Vertical,hornet,0.0764870614883045,-0.8630790763979308,-0.7370306097400658,-0.2156753075973145,-0.41146650834842974,-0.35447846102890435,-0.7654058752362396,synthesize holistic partnerships,-1.0098206672730274,Sanchez PLC,-0.08302969325705788,-0.3290243050236202,-0.10892633567348302,-0.9170629730575303,0.7024491209376963,1,445.0,-1.361114362060201,-0.8659951886753633,-0.4149524155317648,-0.22623941166199216,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3141606887971669
